article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
293134,293134,https://content.copypress.com/article/article_comment_list.php?article_id=139036,"HASTINGS",Feizy Rugs June'16 Week 3,jennmcknight,DorotaEditor,2016-06-17 21:25:02
293141,293141,https://content.copypress.com/article/article_comment_list.php?article_id=144254,"BLEECKER",Feizy Rugs June'16 Week 3,jennmcknight,DorotaEditor,2016-06-17 22:50:02
293144,293144,https://content.copypress.com/article/article_comment_list.php?article_id=208540,"SAPHIR ZAM",Feizy Rugs June'16 Week 3,jennmcknight,DorotaEditor,2016-06-18 00:15:08
293146,293146,https://content.copypress.com/article/article_comment_list.php?article_id=162228,"SAPHIR ZAM",Feizy Rugs June'16 Week 3,jennmcknight,DorotaEditor,2016-06-18 00:20:05
293148,293148,https://content.copypress.com/article/article_comment_list.php?article_id=171566,"SAPHIR ZAM",Feizy Rugs June'16 Week 3,jennmcknight,DorotaEditor,2016-06-18 00:40:02
293153,293153,https://content.copypress.com/article/article_comment_list.php?article_id=267733,"GOSHEN",Feizy Rugs June'16 Week 3,jennmcknight,DorotaEditor,2016-06-18 01:25:01
