campaign_name,campaign_id,article_type,total_word,total_word_for_editor,total_article_for_editor,total_word_for_writer,total_article_for_writer,pay_total_words_for_editor,pay_total_words_for_writer,pay_total_articles_for_editor,pay_total_articles_for_writer,cost,article_type_name
HipHop Newsroom Monthly Recurring Content-STOPPED,889,0,2452,1226,4,1226,4,1226,1226,0,0,$49.04,Type 1 - old
