article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
286038,286038,https://content.copypress.com/article/article_comment_list.php?article_id=262278,Custom Aire - Understanding the Parts of Your Air Conditioner,April '16: Blog Posts #1,junoumathieu,DorotaEditor,2016-04-14 05:05:02
