article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
294790,294790,https://content.copypress.com/article/article_comment_list.php?article_id=144953,"Reliable Auto Sales - How to Test Drive a Used Car",DealerOn Blogs June'16 - 250 words - Batch 2,missyshelton,DorotaEditor,2016-07-02 22:50:02
