article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
253182,253182,https://content.copypress.com/article/article_comment_list.php?article_id=231715,"kitchen manager",LinkedIn Apr.'15 Title 100 Batch #5,jennmcknight,DorotaEditor,2015-04-14 18:40:01
253183,253183,https://content.copypress.com/article/article_comment_list.php?article_id=242521,"representative",LinkedIn Apr.'15 Title 100 Batch #5,jennmcknight,DorotaEditor,2015-04-14 18:45:01
253184,253184,https://content.copypress.com/article/article_comment_list.php?article_id=242523,"technical advisor",LinkedIn Apr.'15 Title 100 Batch #5,jennmcknight,DorotaEditor,2015-04-14 19:00:02
