campaign_name,campaign_id,article_type,total_word,total_word_for_editor,total_article_for_editor,total_word_for_writer,total_article_for_writer,pay_total_words_for_editor,pay_total_words_for_writer,pay_total_articles_for_editor,pay_total_articles_for_writer,cost,article_type_name
CelebrityClothingLine.com Newsroom-STOPPED,887,0,14086,7043,21,7043,21,7043,7043,0,0,$281.72,Type 1 - old
