article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
273992,273992,https://content.copypress.com/article/article_comment_list.php?article_id=242508,"NW BMW - Which BMW Entry Car Is Right For You?",DealerOn Blogs Nov'15 Batch 3,shanehall,DorotaEditor,2015-11-26 03:05:02
