article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
138784,138784,https://content.copypress.com/article/article_comment_list.php?article_id=1715,"Things To Do in Whistler",VR: Kiley's Things To Do October 11',jenniferallen,beacanuel,2011-10-21 11:30:03
