article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
290937,290937,https://content.copypress.com/article/article_comment_list.php?article_id=242532,"Bart's Car Store - # Secrets to Mastering a Stick Shift",DealerOn Blogs May'16 - 250 words - Batch 1,denisehouk,DorotaEditor,2016-06-02 19:10:02
291724,291724,https://content.copypress.com/article/article_comment_list.php?article_id=142565,"RAPHIA I",Feizy Rugs June'16 Week 1,mattthompson,DorotaEditor,2016-06-01 12:30:06
291726,291726,https://content.copypress.com/article/article_comment_list.php?article_id=242570,"RAPHIA I",Feizy Rugs June'16 Week 1,mattthompson,DorotaEditor,2016-06-01 12:15:02
