article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
251003,251003,https://content.copypress.com/article/article_comment_list.php?article_id=21169,"Seniors",LinkedIn Apr.'15 Topic 50 Batch #3,michaelsarko,DorotaEditor,2015-04-01 00:15:03
251197,251197,https://content.copypress.com/article/article_comment_list.php?article_id=242523,"executive board member",LinkedIn Apr.'15 Title 100 Batch #3,jennmcknight,DorotaEditor,2015-04-01 01:20:02
251199,251199,https://content.copypress.com/article/article_comment_list.php?article_id=146077,"marketing engineer",LinkedIn Apr.'15 Title 100 Batch #3,jennmcknight,DorotaEditor,2015-04-01 01:40:02
251203,251203,https://content.copypress.com/article/article_comment_list.php?article_id=235558,"client relations",LinkedIn Apr.'15 Title 100 Batch #3,jennmcknight,DorotaEditor,2015-04-01 02:05:02
251204,251204,https://content.copypress.com/article/article_comment_list.php?article_id=233389,"chief staff",LinkedIn Apr.'15 Title 100 Batch #3,jennmcknight,DorotaEditor,2015-04-01 02:15:02
