article_id,keyword_id,checking_url,keyword,campaign_name,user_name,editor,detected_date
226154,226154,https://content.copypress.com/article/article_comment_list.php?article_id=225076,"Eden House-id=257622",Key West--FL--US--Hotel Properties,michelegoudie,DorotaEditor,2014-07-15 15:35:03
226155,226155,https://content.copypress.com/article/article_comment_list.php?article_id=5706,"Almond Tree Inn-id=198775",Key West--FL--US--Hotel Properties,michelegoudie,DorotaEditor,2014-07-17 00:45:01
227041,227041,https://content.copypress.com/article/article_comment_list.php?article_id=225020,Miramar Beach--FL--US--Flight Destination,Miramar Beach--FL--US--Flight Destination,scotttruelove,DorotaEditor,2014-07-21 19:05:03
227181,227181,https://content.copypress.com/article/article_comment_list.php?article_id=225650,"Marriott Frankfurt-id=121557",Frankfurt--HE--DE--Hotel Properties,kathykaradza,DorotaEditor,2014-07-27 17:50:01
