Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
40902,covario (iProspect),CON114011 T-Mobile A-2 Q2 April 16,lcolarado1,Traffic,40902 - # iPhone Apps for Making Money You Haven't Heard of Yet,"675 words. Discuss 4-8 iPhone apps that are great for making extra cash. Include a variety of apps with different money making techniques; include some for investing, others for rebates and coupons, and still others for selling stuff. Make sure these are unique, or new apps that most people haven&#039;t heard of yet. Your audience loves everything iPhone and is interested in all the cool things an iPhone can do. The anchor text will fit in any section, so try to relate it directly to the content. For example, if you&#039;re talking about an app for selling pictures, talk about the iPhone 6s&#039;s great camera.",https://itunes.apple.com/us/app/foap-sell-your-photos/id521142420?mt=8,https://itunes.apple.com/us/app/ibotta-cash-back-app.-grocery/id559887125?mt=8,http://money.usnews.com/money/personal-finance/mutual-funds/articles/2015/02/25/10-investing-apps-to-supercharge-your-portfolio,iphonecaptain.com,iphone 6s branded term (brand/client name),http://www.t-mobile.com/cell-phones/apple-iphone-6s.html,,,Example AT: 12mp photos on T-Mobile&#039;s iPhone 6s
