Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
41087,covario (iProspect),CON114011 T-Mobile A-2 Q2 May 16,lcolarado1,Traffic,41087 - # Easy Ways for Small Businesses to Get Paid on the Go,"675 words. Make a list of 4 to 8 easy ways small businesses can accept payments from customers when they aren&#039;t in their stores. Your article could mention a combination of apps and portable credit card readers that plug into mobile devices. You can include the client keyword and link in any section, but make sure you mention a feature of the Galaxy S7 Edge that business owners will find attractive, such as its long battery life or hi-res display. Your audience is interested in business and business news.",https://www.nerdwallet.com/blog/small-business/20-apps-small-business-owners/#payment,http://www.businessnewsdaily.com/4394-accepting-credit-cards.html,https://consumerist.com/2016/02/02/tap-or-scan-here-to-pay-know-your-mobile-payment-apps/,bizepic.com,galaxy s7 edge branded term (brand/client name),http://www.t-mobile.com/cell-phones/samsung-galaxy-s7-edge.html,,,Example AT: such as T-Mobile&#039;s Galaxy S7 Edge with it&#039;s Super AMOLED screen
