Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
37163,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37163 - # Kitchen Essentials for Busy Moms,"675 words. List 4-8 essential kitchen items targeted to parents. Explain the purpose for each item in terms of how it would best benefit families, and avoid any single-serving items, unless you’re referencing lunchbox items. You’re writing for busy moms with school age children. Include the anchor text with a mention of Amway cooking products.",http://www.popsugar.com/moms/Family-Kitchen-Essentials-Top-Tools-Staple-Foods-27331718,http://paleoparents.com/2014/20-kitchen-tools-couldnt-live-without/,http://www.ebay.com/gds/5-School-Lunch-Box-Essentials-Every-Parent-Needs-/10000000178884352/g.html,muminthemadhouse.com,Amway long-tail variation (exact match keyword in a phrase match format),https://www.youtube.com/user/AmwayUS,,,Example AT: stock your kitchen with these essentials from Amway
37164,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37164 - How to Travel Light With Multipurpose Beauty Products,"675 Words. List 4-8 strategies for lightening your load when traveling with beauty products that do more than one thing. Avoid listing specific brand-name competitors, and focus instead on types of products such as an all-in-one foundation and concealer. You’re writing for readers interested in family friendly travel. Include the anchor text with a mention of the benefits of Amway multiuse products.",http://travelfashiongirl.com/best-multitasking-travel-beauty-products/,http://www.dailymail.co.uk/femail/article-1035699/Beauty-Confidential-Travel-haves.html,http://www.livingly.com/Multipurpose+Products+to+Help+You+Travel+Light,thestickyfingersblog.com,Amway branded term (brand/client name),http://www.amwayconnections.com/,,,Example: pack these Amway beauty products
37165,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37165 - How to Work With a Minimalist Kitchen,"675 Words: List 4-8 bare essentials that should be included in a minimalist kitchen, then explain how they can be used in a variety of ways. Be sure to discuss why each of these items are necessary and give examples of items that are not necessary for a minimalist kitchen. Your audience is people who want to live better with less. Include the anchor text with a mention of basic kitchen staples available from Amway.",http://minimalistbaker.com/simple-kitchen-essentials/,http://thestonesoup.com/blog/2010/04/how-to-setup-a-minimalist-kitchen-part-2-the-essentials-the-nice-to-haves/,https://unclutterer.com/2009/06/11/outfitting-a-minimalist-kitchen/,everydayminimalist.com,Amway branded variation (client name + keywords),http://www.amwayconnections.com/,,,Example AT: Cooking essentials from Amway
37166,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37166 - How to Have Flawless Skin as a Busy Mom,"675 words. List 4-8 simple tricks for great skin that are targeted to busy mothers. These shouldn’t include elaborate skin care routines, but focus instead on tips and products that you can use in less than 5 minutes. Your audience is mothers with babies or toddlers who are tempted to skip skin care altogether but just want a fast fix. Include the target URL when referencing Amway skin care products that moms can use.",http://www.mamashealth.com/skincare/busy.asp,http://www.skincare-news.com/a-10646-10_Timesaving_Tips_for_Working_Moms_Effortless_Skincare_and_Beauty_for_a_Life_on_the_Go.aspx,http://www.beautyworldnews.com/articles/7922/20140219/beauty-tips-for-busy-moms-5-ways-to-keep-skin-healthy-glowing-north-west-kim-kardashian-halle-berry-son-jessica-simpson-weight-loss-baby.htm,thelondonmum.me,Amway branded term (brand/client name),https://www.youtube.com/user/AmwayUS,,,Example AT: skin care products from Amway
37167,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37167 - Top # Grooming Products to Transition Into Spring,675 words: Many men think they can use the same grooming products throughout the year. Winter products are usually too heavy for spring and summer. List 4-8 different grooming products for men that are more relevant for spring and summer. This article will be targeted toward men who pay special attention to style and grooming. You can include the client link in the section where you discuss different  Amway products men should be using.,http://www.mensfitness.com/styleandgrooming/grooming/grooming-how-guide-update-your-hair-products-summer,https://blacklapel.com/thecompass/mens-summer-grooming-guide-tony-sosnick/,http://www.mensfitness.com/styleandgrooming/grooming/grooming-how-guide-summer-skin-survival,menswearstyle.co.uk,Amway unrelated keyword,http://www.amwayconnections.com/,,,Example AT: men&#039;s grooming products
37168,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37168 - # Ways to Help Children With Troubled Skin,"675 words; Many young children have skin issues such as acne or eczema. List 4-8 different ways to help treat different skin issues. These ideas may include using natural bath products, lotions or creams, and watching your children&#039;s diet. Do not mention competitors. The target audience is mothers, especially those with younger children. One of the subheadings should focus on lotions and creams and include the variety of products Amway offers that could help with children&#039;s skin troubles. The client link can be placed when discussing using lotion and creams for treatment. ", http://www.popsugar.com/moms/6-Ways-Treat-Eczema-27330501,http://www.medicaldaily.com/dermatologists-spot-severe-acne-trend-children-5-natural-acne-treatments-all-ages-247943,https://www.uichildrens.org/skin-problems-in-children/,tiredmummyoftwo.co.uk,Amway branded term (brand/client name),https://www.youtube.com/user/AmwayUS,,,Example AT: try these Amway lotions
37169,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37169 - Top # Beauty Products for the Busy Mom,"675 words: List 4-8 different beauty products that are quick, easy, and necessary for the busy mom. Do not mention competitor brands, but just general types of products. Ideas may include make up that&#039;s quick and easy, or serums that give skin a natural glow without any make up. This article should focus on mom&#039;s with young children, who don&#039;t get much time for themselves. This article will be posted on a blog about motherhood, and should include the client URL in a section discussing Amway beauty products and their benefits. Your target audience is busy moms.",http://www.parents.com/parenting/moms/beauty/beauty-awards/#page=1,http://www.earlymama.com/home/2011/05/23/8-beauty-products-for-busy-moms#.Vs87fGQrLR0,http://www.ivillage.ca/parenting/stuff-we-love/14-must-have-beauty-products-frazzled-moms,sparklesandstretchmarks.com,Amway unrelated keyword,http://www.amwayconnections.com/,,,Example AT: give your skin a healthy glow
37170,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37170 - # Cooking Essentials for Weight Loss,"675 words. List 4-8 different essentials for your kitchen if you are trying to lose weight. These may include a table-top grill, healthy snacks, or even new knifes that encourage chopping vegetables. This article is directed toward women who are trying to lose weight or maintain a healthier lifestyle. Incorporate the client URL by mentioning one of their many products available for cooking or for the kitchen.",http://www.everydayhealth.com/diet-nutrition-pictures/how-to-stock-your-kitchen-for-weight-loss.aspx,http://www.popsugar.com/fitness/What-Keep-Your-Kitchen-Lose-Weight-35947720,http://health.usnews.com/health-news/health-wellness/articles/2015/12/02/10-things-you-should-do-today-to-make-losing-weight-tomorrow-easier,mrsshilts.co.uk,Amway branded term (brand/client name),https://www.youtube.com/user/AmwayUS,,,Example AT: using these great Amway knives 
37175,covario (iProspect),CON114009 Amway Dec 15,lcolarado1,Traffic,37175 - Top # Products to Contour Like a Champ,"675 words: List 4-8 different make up products for contouring. May include blush, bronzer, brushes, and primer. Do not mention competitors. Make sure only to include products sold by Amway, and make sure that you discuss that you can get all the products you need plus more at Amway. You can place the client URL while discussing the benefits of using Amway products. This article should be directed toward women who are interested in make up. ",http://www.rookiemag.com/2014/03/how-to-highlight-and-contour-your-whole-face/\,https://www.inglotusa.com/blog/everything-you-need-to-contour-and-sculpt-your-face-inglot-hd-sculpting-powder,http://www.makeup.com/guide-to-contouring-products-and-tools,puckerandpout.com,Amway branded variation (client name + keywords),http://www.forbes.com/companies/amway/,,,Example AT: using products from Amway
