Campaign Name,Campaign ID,Domain,Number of Keywords,Campaign Keywords,Mapping-ID,Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4
basisinc.org - 12,,basisinc.org,12,basisinc.org,basisinc.org,Substance Abuse,Support and Information About Substance Abuse,Addiction,
bayscan.org - 12,,bayscan.org,12,bayscan.org,bayscan.org,Career Advice,Careers Employment,Jobs | Training,
beamofhope.org - 12,,beamofhope.org,12,beamofhope.org,beamofhope.org,Adoption Q&A support site,Family Life,Adoption,
befva.org - 12,,befva.org,12,befva.org,befva.org,Boston,Boston | tourist and visitors to Boston,Boston News,
bftc-cnp.org - 12,,bftc-cnp.org,12,bftc-cnp.org,bftc-cnp.org,Technology | Technology Center,Computers Internet,Technology,
bianifc.org - 12,,bianifc.org,12,bianifc.org,bianifc.org,Fire Management | Bia,Security,File Management,
bikenewhampshire.org - 12,,bikenewhampshire.org,12,bikenewhampshire.org,bikenewhampshire.org,Bicycle Coalition Of New Hampshire | Bicycling | Cycling | Bicycle Safety,Sports,Biking,
brighamandwomenshospital.org - 12,,brighamandwomenshospital.org,12,brighamandwomenshospital.org,brighamandwomenshospital.org,Women's Healthcare,Brighamand Women阺 Hospital,Hospitals and Clinics,
burnabyparksrec.org - 12,,burnabyparksrec.org,12,burnabyparksrec.org,burnabyparksrec.org,City Of Burnaby,City Of Burnaby,Guide | Advice | News about Burnaby,
busesnbeds.org - 12,,busesnbeds.org,12,busesnbeds.org,busesnbeds.org,Budget Travel | Hospitality | Accomodation | Vacation,Travel,budget travel information | Deals and offers,
campaignyoungvoters.org - 12,,campaignyoungvoters.org,12,campaignyoungvoters.org,campaignyoungvoters.org,Young Voters,Awareness for Young Voters,Politics & Society,
canada-fishing.com - 12,,canada-fishing.com,12,canada-fishing.com,canada-fishing.com,Canada Fishing,Canada,Fishing,
cancerfatigue.org - 12,,cancerfatigue.org,12,cancerfatigue.org,cancerfatigue.org,Cancer | Cancer side affects | Cancer Advice and Support,Health Medicine,Cancer,
ccathnet.org - 12,,ccathnet.org,12,ccathnet.org,ccathnet.org,Cardiovascular Professions | Heart Surgeons,Health Medicine,Heart Health and Medicine from daily care to serious surgery,
ccgrid.org - 12,,ccgrid.org,12,ccgrid.org,ccgrid.org,Cluster Computing,Computers Internet,Software,
cefcares.org - 12,,cefcares.org,12,cefcares.org,cefcares.org,Parenting | Childbirth | Information,"Pregnancy, Childbirth and Parenting Advice & Tips","Reproductive, Pregnancy & Infertitlity",
cepsghana.org - 12,,cepsghana.org,12,cepsghana.org,cepsghana.org,Ghana,About the country,Tourist and travel information,
chargecoalition.org - 12,,chargecoalition.org,12,chargecoalition.org,chargecoalition.org,Abuse | Addition,Substance Abusers Outreach & Education,Addiction,
chiroutah.org - 12,,chiroutah.org,12,chiroutah.org,chiroutah.org,Chiropracters | Chiropractic Info,Health Medicine,Chiropractic Medicine,
chwo-foundation.org - 12,,chwo-foundation.org,12,chwo-foundation.org,chwo-foundation.org,Hospital | Children's Hospital,Raising children - Advice | Tips | News,Hospitals and Clinics,
cliches.org - 12,,cliches.org,12,cliches.org,cliches.org,Politics,Society,Politics,
clubhouseasthma.com - 12,,clubhouseasthma.com,12,clubhouseasthma.com,clubhouseasthma.com,Health | Asthma,Health Medicine,"Asthma medical care, advice and support",
cocaineresearch.org - 12,,cocaineresearch.org,12,cocaineresearch.org,cocaineresearch.org,Drugs | Drug Addiction,Health Medicine,Addiction,
collaborative-learning.org - 12,,collaborative-learning.org,12,collaborative-learning.org,collaborative-learning.org,Learning,Education,Education | Team Learning | Collaboration,
collegeatc.org - 12,,collegeatc.org,12,collegeatc.org,collegeatc.org,Athletic Trainers | Sports | Trainers,Sports,College athletic training Advice and Tips,
coloradohomeopathy.org - 12,,coloradohomeopathy.org,12,coloradohomeopathy.org,coloradohomeopathy.org,Homeopathic therapy | Alternative medicine,Health Medicine,Alternative Medicine,
conseilconstitutionnel-dz.org - 12,,conseilconstitutionnel-dz.org,12,conseilconstitutionnel-dz.org,conseilconstitutionnel-dz.org,Algeria | Law,Society,Politics & Government,
cpraward.org - 12,,cpraward.org,12,cpraward.org,cpraward.org,Research,Education,Education & Learning Reference,
cqv.org - 12,,cqv.org,12,cqv.org,cqv.org,Healthcare | Health Services | Clinical Care,Healthcare News and Information,Health Insurance & Medicine,
craph.org - 12,,craph.org,12,craph.org,craph.org,Disabilities | Disabled Services | Handicap,Health Medicine,Living with Disabilities - Advice & Tips,
crisiscentersyr.org - 12,,crisiscentersyr.org,12,crisiscentersyr.org,crisiscentersyr.org,Rape | Sexual Abuse | Support,Rape and Family Violence recovery advice and support,Sexual health,
daytimesleep.org - 12,,daytimesleep.org,12,daytimesleep.org,daytimesleep.org,Sleepiness | Health,Excessive Daytime Sleeiness - Medical Advice,Wellness,
dcpanda.org - 12,,dcpanda.org,12,dcpanda.org,dcpanda.org,legal and service rights of people with disabilities,Business Finance & Law,Legal Services,
delep.org - 12,,delep.org,12,delep.org,delep.org,Delaware,Anything Delaware Related,,
dentfrance.org - 12,,dentfrance.org,12,dentfrance.org,dentfrance.org,Dentists | Dental Care | France,Health Medicine,Dentistry,
dialoguecentre.org - 12,,dialoguecentre.org,12,dialoguecentre.org,dialoguecentre.org,Tolerance | World Peace,Society,Politics,
disables.org - 12,,disables.org,12,disables.org,disables.org,Disability | Disability Services | Disability Information,Health Medicine,Disability Assistance - Advice and Information,
djpu.com - 12,,djpu.com,12,djpu.com,djpu.com,Indonesia | Mines | Energy,Business Finance,Mining,
domainnamerights.org - 12,,domainnamerights.org,12,domainnamerights.org,domainnamerights.org,Domain Name,Domain Name Tips & Web Hosting News,Web Hosting,
dpnm.org - 12,,dpnm.org,12,dpnm.org,dpnm.org,Democratic Party  | New Mexico,Society,Politics,
dsl-provider.org - 12,,dsl-provider.org,12,dsl-provider.org,dsl-provider.org,Internet | Dsl,Computers Internet,Internet News,
ebooknet.com - 12,,ebooknet.com,12,ebooknet.com,ebooknet.com,Electronic Book | Ebooks,Online Education,Books | Reference | Education,
educentral.org - 12,,educentral.org,12,educentral.org,educentral.org,Domain | Domain Names | Register Domains,Internet News,Web Hosting,
eejnet.org - 12,,eejnet.org,12,eejnet.org,eejnet.org,Consumer Affairs | Litigation,Business Finance,Law,
eeurope-smartcards.org - 12,,eeurope-smartcards.org,12,eeurope-smartcards.org,eeurope-smartcards.org,Eeurope Smart Cards,Computers Internet,Technology,
egrid.org - 12,,egrid.org,12,egrid.org,egrid.org,European Grid | Internet,Computers Internet,Internet,
ekkobsd.org - 12,,ekkobsd.org,12,ekkobsd.org,ekkobsd.org,Computers | Operating Systems | Security,Computer and Internet Security,Software,
elkriveridaho.org - 12,,elkriveridaho.org,12,elkriveridaho.org,elkriveridaho.org,Sports | Outdoor Sports,Sports,Extreme Sports,
epa-parents.org - 12,,epa-parents.org,12,epa-parents.org,epa-parents.org,Parents | Parenting,Family Life,Parenting,
erectile-dysfunction-impotence.org - 12,,erectile-dysfunction-impotence.org,12,erectile-dysfunction-impotence.org,erectile-dysfunction-impotence.org,Viagra | Impotence | Sexual Issues,erectile dysfunction and impotence,Sexual health,
ethioinvestment.org - 12,,ethioinvestment.org,12,ethioinvestment.org,ethioinvestment.org,Ethiopia | Stock Investment and Analysis,Business Finance,Stocks & Commodities,
etvi.org - 12,,etvi.org,12,etvi.org,etvi.org,Electric Vehicle ,Automotive,| Electric Cars,
eugene-or-na.org - 12,,eugene-or-na.org,12,eugene-or-na.org,eugene-or-na.org,Substance Abuse | Rehab | Detox | Addiction | Aa,Substance Abusers Outreach & Education,Addiction,
eurorights.org - 12,,eurorights.org,12,eurorights.org,eurorights.org,Digital Rights,European Digital Rights,Radio,
faomra.org - 12,,faomra.org,12,faomra.org,faomra.org,Acupuncture | Alternative Medicine,Acupuncture and oriental medicine,Alternative Medicine,
firethistime.org - 12,,firethistime.org,12,firethistime.org,firethistime.org,Birth Deformities,Health Medicine,"Reproductive, Pregnancy & Infertitlity",
firstloox.org - 12,,firstloox.org,12,firstloox.org,firstloox.org,Computer Hardware,Computers Internet,Hardware,
florenceproject.org - 12,,florenceproject.org,12,florenceproject.org,florenceproject.org,Research | Consulting | Nursing,Military Nurse Information and Education,Nursing,
floridiansforpatientprotection.org - 12,,floridiansforpatientprotection.org,12,floridiansforpatientprotection.org,floridiansforpatientprotection.org,Medical,Health Medicine,News and Information about all healthcare issues,
flyava.org - 12,,flyava.org,12,flyava.org,flyava.org,Virtual Airlines | Flyava,Travel,Travel Information and Tips,
folderol.org - 12,,folderol.org,12,folderol.org,folderol.org,Human Genome,Health Medicine,Biotech,
fossilfuels.org - 12,,fossilfuels.org,12,fossilfuels.org,fossilfuels.org,Fossil Fuels,Business Finance,Environment,
freeaccommodation.org - 12,,freeaccommodation.org,12,freeaccommodation.org,freeaccommodation.org,Travel | Hotels | Vacation,Travel,Hotels,
freeipdb.org - 12,,freeipdb.org,12,freeipdb.org,freeipdb.org,Technology | IP Address Database | Computers,"Internet, SEO, Technology",Technology,
friendcalib.org - 12,,friendcalib.org,12,friendcalib.org,friendcalib.org,Library ,Education,Recreation,
fufin.org - 12,,fufin.org,12,fufin.org,fufin.org,Operating Systems | Computers,Computers Internet,Software,
ghst.org - 12,,ghst.org,12,ghst.org,ghst.org,Swimming,Aqua Sports,Water Sports,
globalcn.org - 12,,globalcn.org,12,globalcn.org,globalcn.org,Networking,Computers Internet,Computer Networking,
greentn.org - 12,,greentn.org,12,greentn.org,greentn.org,Green Party Of Tennessee,Society,Politics,
grothendieck-circle.org - 12,,grothendieck-circle.org,12,grothendieck-circle.org,grothendieck-circle.org,Grothendieck | Mathematics,Recreation,Numbers,
h-pmuseum.org - 12,,h-pmuseum.org,12,h-pmuseum.org,h-pmuseum.org,Substance Abuse | Rehab | Detox | Addiction,Addiction Rehab,Addiction,
hawaiipsychiatric.org - 12,,hawaiipsychiatric.org,12,hawaiipsychiatric.org,hawaiipsychiatric.org,Psychiatric | Medical Care,Health Medicine,Mental Health,
hdlcon.org - 12,,hdlcon.org,12,hdlcon.org,hdlcon.org,Electronic Design Automation,Computers Internet,Web Design,
healthiraq.org - 12,,healthiraq.org,12,healthiraq.org,healthiraq.org,Iraq | Health,Health advice,Health Medicine,
heraldnewspaper.org - 12,,heraldnewspaper.org,12,heraldnewspaper.org,heraldnewspaper.org,Cameroon | Newspaper,Literature,News,
hidradenitis-suppurativa.org - 12,,hidradenitis-suppurativa.org,12,hidradenitis-suppurativa.org,hidradenitis-suppurativa.org,Hidradenitis Suppurativa | Skin Disease,Health Medicine,"Skin Health, Skin Diseases",
hitecshow.org - 12,,hitecshow.org,12,hitecshow.org,hitecshow.org,Medical Technology | Hospital Technology,Medical technology,Biotech,
homeapi.org - 12,,homeapi.org,12,homeapi.org,homeapi.org,Technology | Home Technology,Computers Internet,Technology,
hotna.org - 12,,hotna.org,12,hotna.org,hotna.org,Substance Abuse | Rehab | Detox | Addiction,Dealing with Substance Abuse,Addiction,
i-a-a.org - 12,,i-a-a.org,12,i-a-a.org,i-a-a.org,Child Adoption,Family Life,Adoption,
i-sis.org - 12,,i-sis.org,12,i-sis.org,i-sis.org,Science | Education,Learning and Education Reference,Education,
iapsrs.org - 12,,iapsrs.org,12,iapsrs.org,iapsrs.org,Rehabilitation | Health,Health and Addiction Rehabilitation,Addiction - substance abuse,
ibfi.org - 12,,ibfi.org,12,ibfi.org,ibfi.org,Information Management | Document Information,Computers Internet,Information Technology,
ibfnetwork.org - 12,,ibfnetwork.org,12,ibfnetwork.org,ibfnetwork.org,Breathwork,Health Medicine,Nutrition & health,
icannworld.org - 12,,icannworld.org,12,icannworld.org,icannworld.org,Domain Names,Computers Internet,Web Hosting,
ichkeria.org - 12,,ichkeria.org,12,ichkeria.org,ichkeria.org,Writing News,Academic Writing & Research ,,
illinoisacupuncture.org - 12,,illinoisacupuncture.org,12,illinoisacupuncture.org,illinoisacupuncture.org,Acupuncture | Alternative Medicine,Health Medicine,Alternative,
impotenceworld.org - 12,,impotenceworld.org,12,impotenceworld.org,impotenceworld.org,Impotence ,Health Medicine,Mens Health,
indianeconomics.org - 12,,indianeconomics.org,12,indianeconomics.org,indianeconomics.org,Indian Economics Journal,Business Finance,Economic Journal,
internetdemocracyproject.org - 12,,internetdemocracyproject.org,12,internetdemocracyproject.org,internetdemocracyproject.org,Internet | Democracy,Computers Internet,Democracy,
ipa-italia.org - 12,,ipa-italia.org,12,ipa-italia.org,ipa-italia.org,Health Insurance | Life Insurance,Health Medicine,Health Insurance,
ipranet.org - 12,,ipranet.org,12,ipranet.org,ipranet.org,Public Relations ,Business Finance,Customer Relationship Management,
irtk.org - 12,,irtk.org,12,irtk.org,irtk.org,"Environmental, Labor And Human Practices Of Their Overseas Operations",Business Finance,Society & Environment,
ispjobs.org - 12,,ispjobs.org,12,ispjobs.org,ispjobs.org,Internet Service Provider Jobs | Internet Jobs,Computers Internet,Internet,
justlinux.org - 12,,justlinux.org,12,justlinux.org,justlinux.org,Linux Software,LInux Operating Systems,Linux,
kansasaflcio.org - 12,,kansasaflcio.org,12,kansasaflcio.org,kansasaflcio.org,Union | Labor,Careers Employment,Union & Union workers,
keln.org - 12,,keln.org,12,keln.org,keln.org,Elder Law,"Elderly People & the Law, elderly rights",Law,
keralaeducation.org - 12,,keralaeducation.org,12,keralaeducation.org,keralaeducation.org,Education,Education,Education,
kmeleon.org - 12,,kmeleon.org,12,kmeleon.org,kmeleon.org,Web Browser,Computers Internet,Internet,
kmrp.org - 12,,kmrp.org,12,kmrp.org,kmrp.org,Sexual Health | Reproduction Information,Health Medicine,Sexual health,
kygreens.org - 12,,kygreens.org,12,kygreens.org,kygreens.org,Green Party,Society,Politics,
l2tpd.org - 12,,l2tpd.org,12,l2tpd.org,l2tpd.org,Virtual Private Networks | Vpn,Computers Internet,,
landandculture.org - 12,,landandculture.org,12,landandculture.org,landandculture.org,Volunteering  Youth Conference,Society,Community,
lasersociety.org - 12,,lasersociety.org,12,lasersociety.org,lasersociety.org,Plastic Surgery ,Laser Treatments,Cosmetic Surgery,
leapinglesbians.org - 12,,leapinglesbians.org,12,leapinglesbians.org,leapinglesbians.org,Skydiving | Sports,Sports,"General Website for Lesibans, focusing on skydiving",
lgta.org - 12,,lgta.org,12,lgta.org,lgta.org,Land Grants,Business Finance,Environment,
lhbooks.com - 12,,lhbooks.com,12,lhbooks.com,lhbooks.com,Books | Reading | Book Distribution,"Reading, book distribution",Books,
lindabrava.org - 12,,lindabrava.org,12,lindabrava.org,lindabrava.org,Classical Music,Music Education Reference,Music,
linuxalliance.org - 12,,linuxalliance.org,12,linuxalliance.org,linuxalliance.org,Linux | Operating System,Computers Internet,Software,
linuxatlax.org - 12,,linuxatlax.org,12,linuxatlax.org,linuxatlax.org,Linux | Operating System,Computers Internet,Software,
livingcyber.org - 12,,livingcyber.org,12,livingcyber.org,livingcyber.org,Substance Abuse | Rehab | Detox | Addiction | Aa,Overcoming Drug and Alcohol Addiction,Addiction,
macacoach.org - 12,,macacoach.org,12,macacoach.org,macacoach.org,Swim | Swimming,Sports,Swimming,
macscitech.org - 12,,macscitech.org,12,macscitech.org,macscitech.org,Computers | Engineereng,Computers Internet,Information Technology,
madisonavenuebookshop.com - 12,,madisonavenuebookshop.com,12,madisonavenuebookshop.com,madisonavenuebookshop.com,Books | Reading | Book Distribution,"Reading, Writing, Book Publishing",Books,
maketimeforhealth.org - 12,,maketimeforhealth.org,12,maketimeforhealth.org,maketimeforhealth.org,Health | Health Information,Health Medicine,"Health, Medicine, Skin Care",
mbcnet.org - 12,,mbcnet.org,12,mbcnet.org,mbcnet.org,Museum | Communications,Society,History,
medikalfizikder.org - 12,,medikalfizikder.org,12,medikalfizikder.org,medikalfizikder.org,Medical Physics | Medicine | Physics,Health Medicine,Prescription Medication,
meijicollege.org - 12,,meijicollege.org,12,meijicollege.org,meijicollege.org,Alternative Medicine | ,Health Medicine,Holistic Medicine,
melbournesbays.org - 12,,melbournesbays.org,12,melbournesbays.org,melbournesbays.org,Australian Vacations,Australia Travel,Australia Tourism,
mepacircuit.org - 12,,mepacircuit.org,12,mepacircuit.org,mepacircuit.org,Circuits | Assembly | Circuit Board,"Circuits, Video Games",Hardware,
mhint.org - 12,,mhint.org,12,mhint.org,mhint.org,"Health, Nutrition Information",Health Medicine,Public Health,
microradio.org - 12,,microradio.org,12,microradio.org,microradio.org,Micro Radio | Radio,Broadcast Radio,Radio,
mitcm.org - 12,,mitcm.org,12,mitcm.org,mitcm.org,Chinese Medicine,Health Medicine,Alternative,
mlug.org - 12,,mlug.org,12,mlug.org,mlug.org,Linux | Operating System,Computers Internet,Software,
mnwgs.org - 12,,mnwgs.org,12,mnwgs.org,mnwgs.org,Water Garden,Home,Gardening,
morphyone.org - 12,,morphyone.org,12,morphyone.org,morphyone.org,Computer Hardware,Computers Internet,Hardware,
mvoicesfl.org - 12,,mvoicesfl.org,12,mvoicesfl.org,mvoicesfl.org,Aids | Hiv,Health Medicine,Sexual health,
mwaw.org - 12,,mwaw.org,12,mwaw.org,mwaw.org,Media Workers | War,Educational Reference,News,
myvotecounts.org - 12,,myvotecounts.org,12,myvotecounts.org,myvotecounts.org,Voting | Rights,Society,Politics,
nabtc.org - 12,,nabtc.org,12,nabtc.org,nabtc.org,Brain Tumor ,"Health (healthy eating, addictions)",Mental Health,
napmnet.org - 12,,napmnet.org,12,napmnet.org,napmnet.org,Association Of Pharmaceutical Manufacturers | Drugs | Medicine,Prescriptions. Alternative Drugs,"Pharmaceutical, Drugs & Medications",
naturalbabyshop.com - 12,,naturalbabyshop.com,12,naturalbabyshop.com,naturalbabyshop.com,Baby | Baby Products | Baby Food,Family Life,Babies,
nazbookfestival.org - 12,,nazbookfestival.org,12,nazbookfestival.org,nazbookfestival.org,Books,Education,Festival,
ncfyr.org - 12,,ncfyr.org,12,ncfyr.org,ncfyr.org,Politics | Parties,Society,Politics,
nchealthaction.org - 12,,nchealthaction.org,12,nchealthaction.org,nchealthaction.org,Health | Health Services | Health Information,Health Medicine,Public Health,
nerf-uk.org - 12,,nerf-uk.org,12,nerf-uk.org,nerf-uk.org,Educational Research,Education,Research,
neurhome.org - 12,,neurhome.org,12,neurhome.org,neurhome.org,Brain Power,Health Medicine,Mental Health,
nh-health.org - 12,,nh-health.org,12,nh-health.org,nh-health.org,Hospital | Medicine,"Health, Nutrition",Hospitals and Clinics,
no-addiction.org - 12,,no-addiction.org,12,no-addiction.org,no-addiction.org,Substance Abuse | Rehab | Detox | Addiction,Health Medicine,Addiction,
nobribes.org - 12,,nobribes.org,12,nobribes.org,nobribes.org,Anti-Corruption | Corruption,European Corruption News,Politics & Government,
nopsychs.org - 12,,nopsychs.org,12,nopsychs.org,nopsychs.org,Psychiatry,Health Medicine,Mental Health,
nrdomaha.com - 12,,nrdomaha.com,12,nrdomaha.com,nrdomaha.com,Military | Navy | Recruitment,Society,Military,
nwog.org - 12,,nwog.org,12,nwog.org,nwog.org,The Great Outdoors - hiking,Hiking destinations,Hiking equipment,
nycheese.org - 12,,nycheese.org,12,nycheese.org,nycheese.org,Cheese | Cheese Makers | Food,World Cheese,Cheese Complimentors / Recipes,
oagarraf.org - 12,,oagarraf.org,12,oagarraf.org,oagarraf.org,Astronomy | Observatory,Recreation,"Almanacs, Books and Guides",
oddcon.org - 12,,oddcon.org,12,oddcon.org,oddcon.org,Health | Diseases,Health Medicine,"Health, Nutrition",
okddc.org - 12,,okddc.org,12,okddc.org,okddc.org,Disabilities | Medical,Health Medicine,"Parenting Advice, Teen and Child Health",
onebaselinux.org - 12,,onebaselinux.org,12,onebaselinux.org,onebaselinux.org,Linux,Computers Internet,Software,
panetworks.net - 12,,panetworks.net,12,panetworks.net,panetworks.net,Internet | Satellite | Wireless,Computers Internet,High Speed Internet,
parentingbaby.com - 12,,parentingbaby.com,12,parentingbaby.com,parentingbaby.com,Parenting | Childbirth | Information,Health Medicine,"Reproductive, Pregnancy & Infertitlity",
parentsanon.org - 12,,parentsanon.org,12,parentsanon.org,parentsanon.org,Addiction | Drug Abuse,"Teen Issues, Drug Addiction",Addiction,
paulingexhibit.org - 12,,paulingexhibit.org,12,paulingexhibit.org,paulingexhibit.org,Linus Pauling,Health Medicine,"Science, Vitamins, Linus Pauling",
personalcompass.com - 12,,personalcompass.com,12,personalcompass.com,personalcompass.com,Search Engine | Seo,Computers Internet,SEO & Search Engine Marketing,
pinanius.org - 12,,pinanius.org,12,pinanius.org,pinanius.org,Pacific Islands,News and Journalism in the Pacific Islands,,
pitchin.org - 12,,pitchin.org,12,pitchin.org,pitchin.org,Volunteerism | Volunteering,Society,Community,
plannedparenthoodwi.org - 12,,plannedparenthoodwi.org,12,plannedparenthoodwi.org,plannedparenthoodwi.org,Planned Parenthood | Sexual Health Information,"Sex, Birth Control (Planned Parenthood)",Sexual health,
podlr.org - 12,,podlr.org,12,podlr.org,podlr.org,Drug Law Reform | Law Reform,Health Medicine,"Pharmaceutical, Drugs & Medications",
preserve-inc.org - 12,,preserve-inc.org,12,preserve-inc.org,preserve-inc.org,Dance | Performing Arts | Library,Sports,Recreation,
preventviolencehawaii.org - 12,,preventviolencehawaii.org,12,preventviolencehawaii.org,preventviolencehawaii.org,Violence | Violence Prevention | Safety,Health and Violence Prevention,Public Health,
primetimeradio.org - 12,,primetimeradio.org,12,primetimeradio.org,primetimeradio.org,Digital Radio Station,"Radio, Broadcasting",Radio,
prothon.org - 12,,prothon.org,12,prothon.org,prothon.org,Computer Programming Language,Computers Internet,Programming,
recyclingdata.com - 12,,recyclingdata.com,12,recyclingdata.com,recyclingdata.com,Recycling | ,Data Protection,Electronic Storage,
reformpartyofoklahoma.org - 12,,reformpartyofoklahoma.org,12,reformpartyofoklahoma.org,reformpartyofoklahoma.org,Politics | Reform Party,Society,Politics,
rls-sarasota.org - 12,,rls-sarasota.org,12,rls-sarasota.org,rls-sarasota.org,Disabilities | Disorders | Support,Health Medicine,"Disabilities, Disorders (Health)",
robodex.org - 12,,robodex.org,12,robodex.org,robodex.org,Robotics | Robots,Computers Internet,Technology & Shopping,
rocketlinks.com - 12,,rocketlinks.com,12,rocketlinks.com,rocketlinks.com,Search Engine | Affiliate Program,Computers Internet,SEO & Search Engine Marketing,
roevwade.org - 12,,roevwade.org,12,roevwade.org,roevwade.org,Abortion | Politics,Society,Politics & Health medicine,
rsacc.org - 12,,rsacc.org,12,rsacc.org,rsacc.org,Rape | Sexual Abuse | Domestic Abuse | Support,Health Medicine,Sexual health,
ryksargyf.org - 12,,ryksargyf.org,12,ryksargyf.org,ryksargyf.org,Genealogy | Friesland,Family Life,Family Names,
sainnovators.org - 12,,sainnovators.org,12,sainnovators.org,sainnovators.org,Substance Abuse | Detox | Addiction | Leadership,Health Medicine,Addiction,
saveamericorps.org - 12,,saveamericorps.org,12,saveamericorps.org,saveamericorps.org,Jobs | Employment,Careers Employment,Employment Agencies,
sbs-resource.org - 12,,sbs-resource.org,12,sbs-resource.org,sbs-resource.org,Politics | Medical Issues,Society & Politics,Health and Fitness,
scottravel.org - 12,,scottravel.org,12,scottravel.org,scottravel.org,Tourism | Scotland | Online Tourism,Vacationing in Scotland,Tourism & Travel in Scotland,
sdcepd.org - 12,,sdcepd.org,12,sdcepd.org,sdcepd.org,Disabilities | Disability Employment,Health Medicine,news and information about disabilities,
sdrac.org - 12,,sdrac.org,12,sdrac.org,sdrac.org,Asthma | Breathing | Health,Health Medicine,"Asthma medical care, advice and support",
searchling.com - 12,,searchling.com,12,searchling.com,searchling.com,Search Engine,"Internet, Technology and SEO",SEO & Search Engine Marketing,
searchsite.org - 12,,searchsite.org,12,searchsite.org,searchsite.org,Search Engine,Search Engine News,SEO & Search Engine Marketing,
seeclear.org - 12,,seeclear.org,12,seeclear.org,seeclear.org,Alternative Medicine | Eyecare | Vision,Health Medicine,"Eye Health, General Health",
