Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
hipmunk hotels stateline,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Stateline-NV_Harrahs-Lake-Tahoe-Resort-Casino-509c00de66edc8466103f953-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_Lakeside-Inn-and-Casino-509bfe0f66edc8466101c27f-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_Tahoe-Summit-Village-509bfc8666edc846610095de-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_The-Ridge-Tahoe-509bfdc666edc846610191fc-Reviews,hipmunk.com/Independent-Hotels-in-Stateline-NV_MontBleu-Resort-Casino-Spa-509bfed766edc846610250d1-Reviews
hipmunk hotels brooklyn,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Lxure-Brooklyn-Suites-509c006266edc84661038c9b-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_B-Hotel-Hostel-5255f0507f2c6c31640003f4-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Hotel-Le-Jolie-509bfe4c66edc8466101f12c-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Galaxy-Motel-509bffb666edc8466102f504-Reviews,hipmunk.com/Independent-Hotels-in-Brooklyn-NY_Eves-Place-509c004466edc84661037072-Reviews
hipmunk hotels NYC,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-New-York-City-NY_Ameritania-at-Times-Square-509bfdc466edc8466101904a-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Iroquois-509c028e66edc84661055244-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Benjamin-509bfdcc66edc84661019330-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_ink48-hotel-a-Kimpton-Hotel-509bfdce66edc84661019462-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Dylan-Hotel-5122d1a6a0a994522200021c-Reviews
hipmunk hotels eugene,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Eugene-OR_Valley-River-Inn-509bff1b66edc8466102841d-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_Inn-at-the-5th-509bff8a66edc8466102d3ce-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_Excelsior-Inn-525502b37f2c6c32b500009b-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_The-Oval-Door-525502927f2c6c32b5000079-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_The-Campbell-House-A-City-Inn-50ed1dedbb290e08f900001a-Reviews
hipmunk hotels charleston,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Charleston-SC_Elliott-House-Inn-509bfd0266edc8466100f4ce-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_The-Restoration-on-King-509bfef766edc8466102685e-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Town-Country-Inn-and-Suites-509bfe0566edc8466101bbd2-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Planters-Inn-509bff1566edc84661028061-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_The-Meeting-Street-Inn-509bff2b66edc8466102925b-Reviews
hipmunk hotels hilton head island,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Disneys-Hilton-Head-Island-Resort-509bfcbd66edc8466100be00-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Shipyard-Resort-by-Spinnaker-Resorts-50ed2df8bb290e2a0b000058-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Omni-Hilton-Head-Oceanfront-Resort-509c024a66edc846610517f5-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Sonesta-Resort-Hilton-Head-Island-525531f37f2c6c0f1e00015a-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Hilton-Head-Metropolitan-Hotel-509bfd1466edc846610103c8-Reviews
hipmunk hotels park city,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Park-City-UT_Park-Regency-Resort-509bfd1166edc84661010125-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_PowderWood-Resort-5471ebf2c0852e520b000011-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_Stein-Eriksen-Lodge-509bfd3366edc84661011da6-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_The-Park-City-Peaks-Hotel-510add65a0a9944d5800001c-Reviews,hipmunk.com/Independent-Hotels-in-Park-City-UT_Montage-Deer-Valley-509bfe0a66edc8466101bf9f-Reviews
hipmunk hotels virginia beach,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Marjac-Suites-509bff3366edc84661029724-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Oceanfront-Inn-509c010566edc846610414bf-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Ocean-Key-Resort-509bfe6466edc846610202d6-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_The-Dolphin-Inn-509bff3466edc8466102979b-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_The-Cavalier-Hotel-509bff0666edc84661027593-Reviews
hipmunk hotels spokane,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Spokane-WA_Fairbridge-Inn-Express-509bfee966edc84661025f02-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Red-Lion-Hotel-at-the-Park-Spokane-509bff1066edc84661027c8f-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Comfort-Inn-North-509bfeb166edc846610234db-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Red-Lion-River-Inn-509bff0766edc846610276c8-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Hotel-Ruby-509bfe7d66edc84661021211-Reviews
hipmunk hotels monterey,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-monterey-ca_merritt-house-inn-509bfc7d66edc84661008d98-reviews,hipmunk.com/independent-hotels-in-monterey-ca_monterey-bay-lodge-509bfd3966edc84661012237-reviews,hipmunk.com/independent-hotels-in-monterey-ca_monterey-plaza-hotel-spa-509bff1066edc84661027c94-reviews,hipmunk.com/independent-hotels-in-monterey-ca_monterey-surf-inn-509bfc3b66edc84661005963-reviews,hipmunk.com/independent-hotels-in-monterey-ca_portola-hotel-spa-at-monterey-bay-509bfe6566edc846610202ee-reviews
hipmunk hotels jackson,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Jackson-WY_Spring-Creek-Ranch-509bfc9d66edc8466100a6f7-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_The-alpine-house-Lodge-Cottages-5254a9997f2c6c3075000071-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_El-Rancho-Motel-509bfd0f66edc8466100ff4a-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_Parkway-Inn-509c01a466edc84661048e00-Reviews,hipmunk.com/Independent-Hotels-in-Jackson-WY_Jackson-Hole-Lodge-509c01a466edc84661048dfb-Reviews
hipmunk hotels williamsburg,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Kings-Creek-Plantation-509bfc4766edc846610061f3-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_The-Historic-Powhatan-Resort-5122b90ea0a994081a0000b2-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Williamsburg-Lodge-509c01be66edc8466104a4f5-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Williamsburg-Plantation-509c010566edc84661041465-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Great-Wolf-Lodge-Williamsburg-509bfeec66edc84661026085-Reviews
hipmunk hotels salt lake city,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Hotel-Monaco-Salt-Lake-City-a-Kimpton-Hotel-509bfd2e66edc846610118fb-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Hyatt-Place-Salt-Lake-CityDowntownThe-Gateway-509bfee766edc84661025ced-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Royal-Garden-Inn-509bfdc866edc846610192f4-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Anniversary-Inn-5th-South-509bfef766edc8466102682c-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_The-Peery-Hotel-509bfc5e66edc846610074ec-Reviews
