Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
boutique hotels in the US Lubbock,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-lubbock-tx/embassy-suites-lubbock-509bfe7f66edc846610213a3-reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_La-Quinta-Inn-Suites-Lubbock-West-Medical-Center-509bff4266edc84661029cdd-Reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_Overton-Hotel-and-Conference-Center-509bfe6266edc84661020114-Reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_La-Quinta-Inn-Lubbock-Civic-Center-509bfeea66edc84661025f9c-Reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_Americas-Best-Value-Inn-509bfefe66edc84661026e7d-Reviews
boutique hotels in the US Minneapolis,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-minneapolis-mn_loews-minneapolis-hotel-509bfdc766edc846610192a4-reviews,hipmunk.com/independent-hotels-in-minneapolis-mn_loews-minneapolis-hotel-509bfdc766edc846610192a4-reviews,hipmunk.com/independent-hotels-in-minneapolis-mn_holiday-inn-express-hotel-suites-downtown-minneapolis-509c00e666edc8466103fe56-reviews,hipmunk.com/Independent-Hotels-in-Minneapolis-MN_Snelling-Motel-5254f84d7f2c6c79fa0000a4-Reviews,hipmunk.com/Independent-Hotels-in-Minneapolis-MN_University-Inn-509bfe2b66edc8466101d910-Reviews
boutique hotels in the US Monterey,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-monterey-ca_portola-hotel-spa-at-monterey-bay-509bfe6566edc846610202ee-reviews,hipmunk.com/hotels-in-monterey-ca/best-western-plus-victorian-inn-509bff2266edc84661028abb-reviews,hipmunk.com/independent-hotels-in-monterey-ca_casa-munras-garden-hotel-spa-509bfefb66edc84661026be1-reviews,hipmunk.com/hotels-in-monterey-ca/holiday-inn-express-monterey-cannery-row-509bfdf566edc8466101afa8-reviews,hipmunk.com/Independent-Hotels-in-Monterey-CA_Monterey-Plaza-Hotel-Spa-509bff1066edc84661027c94-Reviews
boutique hotels in the US Ocean City,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-ocean-city-md_tidelands-caribbean-hotel-and-suites-5254f2657f2c6c127e000054-reviews,hipmunk.com/independent-hotels-in-ocean-city-md_sea-bay-hotel-5254f2897f2c6c127e000078-reviews,hipmunk.com/Independent-Hotels-in-Ocean-City-MD_Cayman-Suites-Hotel-509bfd8566edc84661015e74-Reviews,hipmunk.com/Independent-Hotels-in-Ocean-City-MD_Flamingo-Motel-509bfd1666edc8466101061c-Reviews,hipmunk.com/Independent-Hotels-in-Ocean-City-MD_Fenwick-Inn-509bfc0066edc8466100294b-Reviews
boutique hotels in the US San Diego,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-san-diego-ca_catamaran-resort-and-spa-509c023f66edc84661050f6d-reviews,hipmunk.com/independent-hotels-in-san-diego-ca_500-west-hotel-san-diego-downtown-509bfc7b66edc84661008bb8-reviews,hipmunk.com/independent-hotels-in-san-diego-ca_the-dana-on-mission-bay-509bfdc566edc8466101918e-reviews,hipmunk.com/independent-hotels-in-san-diego-ca_red-roof-inn-san-diego-downtown-509bfcc866edc8466100c729-reviews,hipmunk.com/hotels-in-san-diego-ca/comfort-inn-suites-san-diego-zoo-seaworld-area-509bff1566edc84661028103-reviews
boutique hotels in the US San Jose,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-san-jose-ca/hyatt-place-san-josedowntown-509bfdd766edc84661019974-reviews,hipmunk.com/hotels-in-san-jose-ca/hyatt-place-san-josedowntown-509bfdd766edc84661019974-reviews,hipmunk.com/Independent-Hotels-in-San-Jose-CA_La-Quinta-Inn-Suites-San-Jose-Airport-509bfe7a66edc84661020ff7-Reviews,hipmunk.com/Independent-Hotels-in-San-Jose-CA_Extended-Stay-America-San-Jose-Airport-509bfe9f66edc84661022aa7-Reviews,hipmunk.com/Independent-Hotels-in-San-Jose-CA_EZ-8-Motel-San-Jose-II-509c024066edc84661050fd7-Reviews
boutique hotels in the US Milwaukee,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-milwaukee-wi/aloft-milwaukee-downtown-509bfe1766edc8466101c7ca-reviews,hipmunk.com/Independent-Hotels-in-Milwaukee-WI_The-Plaza-Hotel-509bfce566edc8466100dfd6-Reviews,hipmunk.com/Independent-Hotels-in-Milwaukee-WI_The-Pfister-Hotel-509bff1766edc8466102820f-Reviews,hipmunk.com/Independent-Hotels-in-Milwaukee-WI_The-Brewhouse-Inn-Suites-509c005466edc84661037eff-Reviews,hipmunk.com/Independent-Hotels-in-Milwaukee-WI_Milwaukee-Athletic-Club-509bfe5766edc8466101f8e7-Reviews
boutique hotels in the US Columbus,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-columbus-oh/hyatt-regency-columbus-509bff0666edc846610275ca-reviews,hipmunk.com/hotels-in-columbus-oh/hilton-columbuspolaris-509bff1466edc84661027f8f-reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_Red-Roof-PLUS-Columbus-The-Ohio-State-University-509bfe9866edc846610226f8-Reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_The-Lofts-Hotel-509bfe7066edc846610207e4-Reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_Hawthorne-Park-Bed-and-Breakfast-525565a37f2c6c69f5000143-Reviews
boutique hotels in the US Charlotte,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-charlotte-nc_the-dunhill-hotel-509bff4466edc84661029e8a-reviews,hipmunk.com/Independent-Hotels-in-Charlotte-NC_Sonesta-ES-Suites-Charlotte-Arrowood-509c010666edc84661041573-Reviews,hipmunk.com/Independent-Hotels-in-Charlotte-NC_La-Quinta-Inn-Suites-Charlotte-Airport-South-509bfe1166edc8466101c37b-Reviews,hipmunk.com/Independent-Hotels-in-Charlotte-NC_Relax-Inn-Charlotte-509bfe0566edc8466101bb6b-Reviews,hipmunk.com/independent-hotels-in-charlotte-nc_red-roof-inn-charlotte-uncc-509bfdfd66edc8466101b572-reviews
boutique hotels in the US Jamaica,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-jamaica-ny_hilton-new-york-jfk-airport-510b13ada0a99444dd00005e-reviews,hipmunk.com/independent-hotels-in-jamaica-ny_lexington-inn-jfk-airport-509bfe9766edc8466102260a-reviews,hipmunk.com/independent-hotels-in-jamaica-ny_jets-motor-inn-509bfcb466edc8466100ba7c-reviews,hipmunk.com/Independent-Hotels-in-Jamaica-NY_Quality-Inn-Jamaica-AirTrain-509bfcd866edc8466100d3e2-Reviews,hipmunk.com/Independent-Hotels-in-Jamaica-NY_Lexington-Inn-JFK-Airport-509bfe9766edc8466102260a-Reviews
boutique hotels in the US Ocean City,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-ocean-city-md_plim-plaza-5254f29d7f2c6c127e00008c-reviews,hipmunk.com/independent-hotels-in-ocean-city-md_harrison-hall-hotel-509bfdb666edc846610187a0-reviews,hipmunk.com/independent-hotels-in-ocean-city-md_princess-royale-hotel-conference-center-5254f2617f2c6c127e000050-reviews,hipmunk.com/independent-hotels-in-ocean-city-md_sea-bay-hotel-5254f2897f2c6c127e000078-reviews,hipmunk.com/independent-hotels-in-ocean-city-md_tidelands-caribbean-hotel-and-suites-5254f2657f2c6c127e000054-reviews
boutique hotels in the US Palm Springs,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-palm-springs-ca_caliente-tropics-hotel-509bff1966edc84661028323-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_hard-rock-hotel-palm-springs-509bfef666edc84661026788-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_royal-sun-inn-509bfefa66edc84661026b1b-reviews,hipmunk.com/Independent-Hotels-in-Palm-Springs-CA_Movie-Colony-Hotel-509bffe466edc84661031cfc-Reviews,hipmunk.com/Independent-Hotels-in-Palm-Springs-CA_Ingleside-Inn-509bfe4866edc8466101ee4e-Reviews
boutique hotels in the US Palm Springs,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Palm-Springs-CA_Hard-Rock-Hotel-Palm-Springs-509bfef666edc84661026788-Reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_caliente-tropics-hotel-509bff1966edc84661028323-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_the-curve-palm-springs-hotel-509bfcc866edc8466100c713-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_vagabond-inn-palm-springs-509bfdd066edc8466101959c-reviews,hipmunk.com/independent-hotels-in-palm-springs-ca_andreas-hotel-spa-509c023f66edc84661050f8c-reviews
boutique hotels in the US Phoenix,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-phoenix-az_a-victory-inn-suites-phoenix-north-509bfd7166edc84661014ffd-reviews,hipmunk.com/independent-hotels-in-phoenix-az_royal-palms-resort-and-spa-destination-hotels-resorts-509bff4966edc8466102a2e7-reviews,hipmunk.com/independent-hotels-in-phoenix-az_arizona-grand-resort-509bfdd266edc846610196ba-reviews,hipmunk.com/hotels-in-phoenix-az/hyatt-regency-phoenix-509bfdce66edc84661019459-reviews,hipmunk.com/Independent-Hotels-in-Phoenix-AZ_Legacy-Golf-Resort-509bfef866edc846610268ec-Reviews
