Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
,,,,,midwest,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Kansas-City-MO,https://www.hipmunk.com/Hotels-in-Indianapolis-IN,https://www.hipmunk.com/Hotels-in-Des-Moines-IA,https://www.hipmunk.com/Hotels-in-Champaign-IL,https://www.hipmunk.com/Hotels-in-Bloomington-MN,,,,
,,,,,New England,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Hartford-CT,https://www.hipmunk.com/Hotels-in-Woburn-MA,https://www.hipmunk.com/Hotels-in-Burlington-VT,https://www.hipmunk.com/Hotels-in-New-Haven-CT,https://www.hipmunk.com/Hotels-in-Braintree-MA,,,,
,,,,,deep south,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-South-Padre-Island-TX,https://www.hipmunk.com/Hotels-in-Huntsville-AL,https://www.hipmunk.com/Hotels-in-Lexington-KY,https://www.hipmunk.com/Hotels-in-Lafayette-LA,https://www.hipmunk.com/Hotels-in-Charlotte-NC,,,,
,,,,,Texas,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Galveston-TX,https://www.hipmunk.com/Hotels-in-Grand-Prairie-TX,https://www.hipmunk.com/Hotels-in-Irving-TX,https://www.hipmunk.com/Hotels-in-Laredo-TX,https://www.hipmunk.com/Hotels-in-Mcallen-TX,,,,
,,,,,Florida,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Fort-Myers-FL,https://www.hipmunk.com/Hotels-in-Gainesville-FL,https://www.hipmunk.com/Hotels-in-Jacksonville-FL,https://www.hipmunk.com/Hotels-in-Panama-City-FL,https://www.hipmunk.com/Hotels-in-Pensacola-Beach-FL,,,,
,,,,,northeast,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Jersey-City-NJ,https://www.hipmunk.com/Hotels-in-Pittsburgh-PA,https://www.hipmunk.com/Hotels-in-Newark-NJ,https://www.hipmunk.com/Hotels-in-Providence-RI,https://www.hipmunk.com/Hotels-in-Allentown-PA,,,,
,,,,,Colorado,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Aspen-CO,https://www.hipmunk.com/Hotels-in-Boulder-CO,https://www.hipmunk.com/Hotels-in-Colorado-Springs-CO,https://www.hipmunk.com/Hotels-in-Fort-Collins-CO,https://www.hipmunk.com/Hotels-in-Vail-CO,,,,
,,,,,mountain states,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Breckenridge-CO,https://www.hipmunk.com/Hotels-in-Boise-ID,https://www.hipmunk.com/Hotels-in-Aspen-CO,https://www.hipmunk.com/Hotels-in-Sedona-AZ,https://www.hipmunk.com/Hotels-in-Albuquerque-NM,,,,
,,,,,california,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Santa-Barbara-CA,https://www.hipmunk.com/Hotels-in-Palm-Springs-CA,https://www.hipmunk.com/Hotels-in-West-Hollywood-CA,https://www.hipmunk.com/Hotels-in-Garden-Grove-CA,https://www.hipmunk.com/Hotels-in-Orange-CA,,,,
,,,,,midwest,"These 500-word Hipmunk Hotel articles should include all 5 destination links in 5 separate grafs about each destination. Hipmunk would like if we discussed hotels in each section; HOWEVER, only one or two of those mentions need refer back to Hipmunk's site. Also, I've titled these only with the name of the region you'll be writing about. Please use the style guide to come up with a unique title. Otherwise, this is standard Hipmunk blog work: let me know if you have any questions!
",https://www.hipmunk.com/Hotels-in-Omaha-NE,https://www.hipmunk.com/Hotels-in-Bloomington-MN,https://www.hipmunk.com/Hotels-in-Cleveland-OH,https://www.hipmunk.com/Hotels-in-Salt-Lake-City-UT,https://www.hipmunk.com/Hotels-in-Rosemont-IL,,,,
