38977,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,38977 - ,,,,,energyblogs.com,iphone 6s branded term (brand/client name),http://www.t-mobile.com/cell-phones/apple-iphone-6s.html
38980,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,38980 - ,,,,,fabulouslybroke.com,apple watch branded term (brand/client name),http://explore.t-mobile.com/apple-watch-sport
39010,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,39010 - ,,,,,frugalconfessions.com,"bluetooth unrelated keyword (this could be “more information”, “click here”)",http://www.t-mobile.com/accessories.html
39011,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,39011 - ,,,,,personalfinanceopinions.com,Samsung galaxy note 5 branded term (brand/client name),http://www.t-mobile.com/cell-phones/samsung-galaxy-note5.html
39012,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,39012 - ,,,,,seedebtrun.com,Samsung galaxy note 5 branded term (brand/client name),http://www.t-mobile.com/cell-phones/samsung-galaxy-note5.html
39013,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,39013 - ,,,,,newlywedsonabudget.com,htc one m9 branded variation (client name + keywords),http://www.t-mobile.com/cell-phones/htc-one-m9.html
39014,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,39014 - ,,,,,moneysavingmom.com,htc one m9 branded term (brand/client name),http://www.t-mobile.com/cell-phones/htc-one-m9.html
39020,covario (iProspect),CON114010 T-mobile A-2 Feb 16,lcolarado1,Traffic,39020 - ,,,,,talkandroid.com,"htc one unrelated keyword (this could be “more information”, “click here”)",http://www.t-mobile.com/cell-phones/htc-one-m9.html
